record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
1481,570001,dist,5/1/1924,CI,Caulked,rigid,,20,55.21837154
1482,570901,dist,5/1/1949,DI,,,,12,318.9012777
1483,570001,dist,4/1/1949,CI,Rubber Gasket,flexible,Y,11,137.0277138
1484,110015,dist,3/1/1972,CI,Caulked,rigid,,4,77.86489717
1485,110015,dist,1/1/1958,CI,Caulked,rigid,Y,4,39.11451345
1486,555202,dist,6/1/1961,DI,,,,22,421.2151911
1487,573902,dist,4/1/1952,CI,,,,11,171.0791427
1488,573902,dist,8/1/1955,DI,,,,11,259.211307
1489,541003,dist,2/1/1962,CI,Rubber Gasket,flexible,Y,7,306.1353425
1490,110111,dist,4/1/1945,STL,,,,6,221.196443
1491,542106,dist,6/1/1999,CI,Rubber Gasket,flexible,,9,202.510936
1492,571704,dist,11/1/1911,CI,Caulked,rigid,Y,10,229.6522547
1493,553504,dist,2/1/1932,CI,Caulked,rigid,,13,518.8774724
1494,573403,dist,4/1/1940,CI,Rubber Gasket,flexible,,2,169.2444187
1496,551900,dist,10/1/1907,CI,Caulked,rigid,,9,236.6729677
1497,570701,dist,3/1/1938,CI,Caulked,rigid,Y,13,79.79594899
1498,551802,dist,4/1/1975,AC,B&S,rigid,,8,311.1208706
1499,551900,dist,9/1/1964,CI,Rubber Gasket,flexible,,4,76.20983486
1500,551900,dist,9/1/1950,CI,Caulked,rigid,Y,2,248.5629698
1501,555106,dist,4/1/1923,DI,Rubber Gasket,flexible,,5,304.2979214
1502,555211,dist,5/1/1945,CI,Caulked,rigid,,23,206.4811791
1503,555211,dist,6/1/1930,CI,Rubber Gasket,flexible,Y,3,407.6551065
1504,552700,dist,9/1/1960,STL,,,Y,1,720.1954445
1505,552200,dist,3/1/1964,CI,Caulked,rigid,Y,12,107.0832139
1506,552601,dist,2/1/1987,CI,Caulked,rigid,,1,543.6455441
1507,554515,dist,2/1/1907,CI,,,Y,10,240.8028456
1508,554515,dist,7/1/1955,CI,Caulked,rigid,,12,77.65284897
1509,554700,dist,3/1/1977,CI,Caulked,rigid,,4,818.8669916
1510,554514,dist,10/1/1949,STL,Arc-welded,robust,,3,215.8176029
1511,554900,dist,4/1/1912,STL,Arc-welded,robust,Y,21,176.6494249
1512,980012,dist,7/1/2004,AC,,,,5,275.8643835
1513,543000,dist,8/1/1933,CI,Caulked,rigid,Y,23,657.63089
1514,543100,dist,1/1/1963,CI,Caulked,rigid,,11,200.6589692
1515,543100,dist,9/1/1959,STL,,,,7,189.941096
1516,570404,dist,5/1/1958,STL,Gas welded,brittle,,17,1003.497362
1518,570203,dist,1/1/1925,CI,Caulked,rigid,,10,35.34866515
1519,570203,dist,8/1/1977,STL,,,,11,71.24008438
1520,110116,dist,11/1/1902,CI,Caulked,rigid,,8,161.4677455
1521,573300,dist,7/1/1968,STL,,,Y,1,435.6899243
1522,110111,dist,8/1/1927,CI,Caulked,rigid,,23,236.4732046
1523,542700,dist,11/1/1933,CI,Caulked,rigid,,5,1296.391526
1524,542800,dist,3/1/1951,CI,Caulked,rigid,Y,14,407.8306698
1525,570603,dist,11/1/1988,CI,,,,16,177.5958263
1526,543100,dist,10/1/1927,AC,B&S,rigid,,3,114.2905639
1527,573300,dist,1/1/1960,AC,B&S,rigid,,3,5.969810141
1528,573300,dist,9/1/2008,CI,,,,6,45.01636149
1529,571900,dist,2/1/1944,CI,Caulked,rigid,Y,15,684.113477
1530,554521,dist,7/1/1957,AC,,,,7,92.93036057
1531,542501,dist,7/1/1949,CI,Caulked,rigid,,6,78.24013342
1532,110008,dist,12/1/1927,STL,Gas welded,brittle,,8,837.11916
1533,541003,dist,12/1/1962,CI,Caulked,rigid,Y,3,157.588177
1534,573402,dist,4/1/1987,CI,Caulked,rigid,,1,91.69830197
1535,110108,dist,1/1/1916,DI,,,,11,107.9269089
1537,570901,dist,3/1/1990,AC,B&S,rigid,,2,72.50390322
1539,570901,dist,6/1/1988,CI,Caulked,rigid,,3,188.204227
1540,570701,dist,9/1/1913,CI,,,Y,3,1939.56024
1541,570800,dist,5/1/1930,CI,,,Y,12,585.9032207
1542,543304,dist,9/1/1945,CI,Caulked,rigid,,6,127.59072
1543,543304,dist,8/1/1987,CI,Caulked,rigid,,3,81.3780923
1544,543304,dist,10/1/1939,CI,Caulked,rigid,,2,235.7732926
1545,543304,dist,5/1/1927,AC,B&S,rigid,,1,79.59644764
1546,540300,dist,3/1/1969,DI,,,,11,139.9639119
1547,572500,dist,2/1/1949,AC,,,,4,73.53237397
1548,554516,dist,6/1/1953,CI,Caulked,rigid,,23,325.9458977
1549,554514,dist,11/1/1981,DI,Rubber Gasket,flexible,,12,301.0346828
1550,577700,dist,2/1/1929,AC,B&S,rigid,,2,100.8541905
1551,575102,dist,5/1/1970,CI,Caulked,rigid,Y,10,203.2297189
1552,573403,dist,5/1/1929,CI,,,Y,8,488.8223811
1553,575101,dist,3/1/1916,CI,Caulked,rigid,Y,4,364.9878599
1554,573402,dist,7/1/1932,DI,,,,11,88.12938058
1555,570703,dist,3/1/1934,CI,Caulked,rigid,,1,197.2354773
1556,554519,dist,5/1/1952,CI,Caulked,rigid,,11,105.4014724
1557,575002,dist,5/1/1973,CI,Caulked,rigid,,21,141.5629422
1558,553901,dist,4/1/1940,CI,,,,12,501.9257309
1559,572301,dist,2/1/1965,AC,B&S,rigid,,1,518.6251753
1560,554521,dist,4/1/1920,AC,B&S,rigid,,11,84.67180667
1561,555300,dist,9/1/1932,AC,B&S,rigid,,3,476.8181404
1562,552200,dist,4/1/1903,CI,Caulked,rigid,Y,9,206.1243597
1563,552200,dist,4/1/1971,CI,Caulked,rigid,Y,5,89.65977977
1564,542602,dist,3/1/1948,STL,Arc-welded,robust,Y,3,285.2435116
1565,542800,dist,3/1/1936,CI,Caulked,rigid,,6,296.0026278
1567,554521,dist,3/1/1969,DI,EQ joint,robust,,12,83.8933162
1568,541300,dist,9/1/1961,DI,EQ joint,robust,,11,114.3280835
1569,553100,dist,8/1/1965,CI,,,Y,10,702.1591604
1570,570403,dist,7/1/1961,CI,Caulked,rigid,,16,271.9339533
1573,554513,dist,12/1/1948,CI,Caulked,rigid,,2,97.54422818
1574,570902,dist,3/1/1972,DI,,,,18,319.024941
1575,570901,dist,4/1/1969,CI,Caulked,rigid,Y,10,129.3399666
1576,570901,dist,12/1/1987,CI,Caulked,rigid,,9,259.8728197
1577,551501,dist,4/1/1946,CI,Caulked,rigid,Y,1,377.2805672
1578,551502,dist,6/1/1938,DI,,,,17,136.0961132
1579,555105,dist,5/1/1920,STL,,,Y,16,234.5034705
1580,555107,dist,9/1/1989,CI,,,,3,133.8717883
1581,555107,dist,8/1/1952,AC,B&S,rigid,,9,227.272626
1582,555105,dist,1/1/1971,STL,Arc-welded,robust,,17,94.23507635
1583,555001,dist,12/1/1968,CI,Caulked,rigid,,12,385.200337
1584,543321,dist,2/1/1923,CI,Caulked,rigid,,8,99.28049879
1585,543321,dist,6/1/1970,CI,Caulked,rigid,Y,5,49.67644164
1586,543321,dist,6/1/1963,CI,Caulked,rigid,,1,115.4975811
1587,574800,dist,9/1/1967,DI,,,,10,272.4015615
1588,553202,dist,11/1/1966,DI,,,,2,266.2943017
1589,553202,dist,1/1/1945,CI,Caulked,rigid,Y,9,180.6356162
1590,552100,dist,6/1/1961,CI,Caulked,rigid,Y,7,592.1459641
1591,553201,dist,2/1/1975,DI,EQ joint,robust,,12,855.9227823
1592,551900,dist,9/1/1986,CI,Caulked,rigid,,6,408.5356823
1593,553300,dist,5/1/1979,AC,B&S,rigid,,4,280.4975854
1594,553201,dist,2/1/1928,CI,Caulked,rigid,Y,13,49.87697092
1595,553201,dist,12/1/1987,STL,Arc-welded,robust,,9,621.2076058
1596,553202,dist,6/1/1954,DI,,,,10,144.7155442
1597,110111,dist,6/1/1936,CI,Rubber Gasket,flexible,,2,209.8463398
1599,554514,dist,9/1/1946,CI,Caulked,rigid,,3,301.4837131
1600,570202,dist,5/1/1927,CI,,,,1,399.8507859
1601,575002,dist,2/1/1919,DI,EQ joint,robust,,12,203.5708605
1602,577000,dist,7/1/1963,AC,B&S,rigid,,13,202.0951664
1603,575002,dist,9/1/1971,STL,Arc-welded,robust,,5,301.923569
1604,575002,dist,3/1/1961,AC,B&S,rigid,,11,203.092047
1605,543100,dist,2/1/1967,CI,Caulked,rigid,Y,8,405.7887774
1606,554900,dist,2/1/1957,CI,Caulked,rigid,,7,105.7261408
1607,551501,dist,9/1/1928,CI,Caulked,rigid,,5,1037.806473
1608,551201,dist,8/1/1959,CI,,,Y,4,180.1855097
1609,574800,dist,12/1/1954,CI,Caulked,rigid,Y,11,808.2321131
1610,543321,dist,2/1/1949,CI,Caulked,rigid,Y,9,216.8338845
1611,571704,dist,9/1/1954,AC,B&S,rigid,,13,133.9128993
1613,543306,dist,12/1/1962,AC,B&S,rigid,,10,126.6867265
1614,543306,dist,9/1/1943,DI,,,,24,188.031515
1615,574901,dist,2/1/1941,CI,Caulked,rigid,,8,931.3229155
1616,573300,dist,3/1/1974,CI,Caulked,rigid,,1,138.7970663
1617,554519,dist,9/1/1962,STL,Arc-welded,robust,Y,1,149.5307628
1618,543203,dist,7/1/1969,CI,Caulked,rigid,,22,162.8804159
1619,541700,dist,2/1/1954,CI,Caulked,rigid,,7,430.285993
1620,541700,dist,3/1/1953,CI,Caulked,rigid,Y,19,111.0719002
1621,570303,dist,6/1/1992,STL,Arc-welded,robust,,17,91.38812001
1622,110102,dist,2/1/1935,CI,Caulked,rigid,,9,521.1755293
1623,543305,dist,4/1/1923,CI,Caulked,rigid,Y,2,451.9485589
1624,543000,dist,2/1/1969,CI,Caulked,rigid,Y,11,146.2705772
1625,541300,dist,2/1/1958,DI,,,,20,29.11015956
1626,553801,dist,11/1/1989,CI,Caulked,rigid,,5,72.95774936
1627,570305,dist,6/1/1948,CI,Caulked,rigid,Y,8,204.5059835
1628,554404,dist,5/1/1947,STL,Gas welded,brittle,,23,2049.220607
1629,110111,dist,11/1/1953,CI,Caulked,rigid,Y,9,238.5438154
1630,578100,dist,3/1/1934,CI,Caulked,rigid,Y,9,666.7456953
1631,543400,dist,1/1/1990,CI,Rubber Gasket,flexible,,10,625.2374096
1632,571703,dist,2/1/1968,CI,Caulked,rigid,,8,675.3586338
1633,551300,dist,3/1/1935,CI,Rubber Gasket,flexible,Y,1,70.88677282
1634,551204,dist,8/1/1962,AC,B&S,rigid,,7,81.56794971
1635,553902,dist,2/1/1962,CI,,,Y,3,482.7053359
1636,554302,dist,9/1/1982,AC,B&S,rigid,,7,202.3829347
1637,553901,dist,7/1/1984,CI,,,,11,174.6997608
1638,553502,dist,10/1/1935,CI,Rubber Gasket,flexible,,2,191.9649751
1639,573401,dist,12/1/1964,AC,,,,2,206.96088
1640,980012,dist,9/1/1928,AC,B&S,rigid,,6,372.1595682
1641,573403,dist,4/1/1942,AC,B&S,rigid,,3,101.6975902
1642,553400,dist,3/1/1997,STL,Arc-welded,robust,,24,411.7995363
1643,553400,dist,10/1/1961,CI,Rubber Gasket,flexible,Y,1,29.84521484
1644,554521,dist,3/1/1924,AC,B&S,rigid,,8,107.0540904
1645,573402,dist,4/1/1939,CI,Caulked,rigid,,3,642.433923
1646,575201,dist,9/1/1951,CI,Caulked,rigid,Y,4,402.9715353
1648,573300,dist,9/1/1948,CI,Caulked,rigid,Y,11,403.1876552
1649,572001,dist,2/1/1994,CI,Caulked,rigid,,12,1266.311072
1650,571900,dist,4/1/1974,CI,Caulked,rigid,,11,279.6440806
1651,575201,dist,6/1/1955,CI,Caulked,rigid,,8,200.4108533
1652,570202,dist,6/1/1935,CI,Caulked,rigid,Y,3,199.2990991
1653,570601,dist,1/1/1941,DI,EQ joint,robust,,8,142.2600014
1654,570503,dist,3/1/1968,CI,Caulked,rigid,Y,3,2252.844322
1655,571502,dist,7/1/1948,CI,,,,6,230.9735639
1656,110014,dist,6/1/1941,STL,Arc-welded,robust,Y,21,1613.638671
1657,541100,dist,8/1/1940,CI,Caulked,rigid,Y,3,51.62271071
1658,540501,dist,11/1/1967,CI,Caulked,rigid,Y,2,209.0870325
1659,553300,dist,10/1/1965,CI,Caulked,rigid,,20,71.74678
1660,573300,dist,3/1/1946,CI,Caulked,rigid,,12,130.0600934
1661,554514,dist,4/1/1940,CI,Caulked,rigid,,8,46.2475363
1662,542000,dist,9/1/1944,CI,Caulked,rigid,,7,396.1836368
1663,542103,dist,12/1/1978,CI,Caulked,rigid,,8,308.7838641
1664,573800,dist,5/1/1928,CI,Caulked,rigid,,8,232.2333315
1665,573700,dist,11/1/1934,STL,Gas welded,brittle,,24,211.3654809
1666,573601,dist,8/1/1969,CI,,,,16,228.7189917
1667,573601,dist,12/1/1969,CI,Caulked,rigid,Y,4,310.9962858
1668,574202,dist,9/1/1910,AC,B&S,rigid,,6,303.4263759
1669,570100,dist,8/1/1963,CI,Caulked,rigid,Y,6,175.7648864
1670,570100,dist,5/1/1992,AC,,,,10,379.4317484
1671,570001,dist,8/1/1941,CI,Caulked,rigid,,1,289.1740772
1672,571900,dist,11/1/1983,CI,Caulked,rigid,,10,2568.64609
1673,570304,dist,1/1/1969,CI,Caulked,rigid,,9,705.7029725
1674,570304,dist,2/1/1910,DI,,,,22,1019.369686
1675,543321,dist,6/1/1996,CI,Rubber Gasket,flexible,,5,155.8321308
1676,574901,dist,6/1/1909,CI,Rubber Gasket,flexible,,11,391.9695637
1677,574201,dist,10/1/1941,CONC,,,,18,686.4971797
1678,573601,dist,5/1/1973,CI,Caulked,rigid,,7,740.5753027
1679,574901,dist,11/1/1972,AC,B&S,rigid,,7,250.1668151
1680,553100,dist,12/1/1915,AC,,,,12,804.6929399
1681,554516,dist,1/1/1970,CI,Caulked,rigid,,10,420.8557358
1682,573601,dist,12/1/1946,STL,Arc-welded,robust,,2,400.6099408
1683,543100,dist,12/1/1960,CI,Caulked,rigid,,5,348.6896451
1684,540102,dist,2/1/1932,STL,Arc-welded,robust,Y,7,622.6155731
1685,543203,dist,5/1/1954,DI,,,,2,1191.600579
1686,542402,dist,9/1/1928,DI,EQ joint,robust,,24,463.4179204
1687,574602,dist,5/1/1938,STL,,,,8,159.5352447
1688,544002,dist,2/1/1986,CI,Caulked,rigid,,2,415.8089957
1689,554521,dist,10/1/1968,CI,Rubber Gasket,flexible,,9,89.06398657
1691,554515,dist,6/1/1986,CI,Caulked,rigid,,7,299.3046078
1692,543100,dist,6/1/1982,CI,Caulked,rigid,,6,267.1766055
1693,543100,dist,7/1/1949,CI,Rubber Gasket,flexible,,16,263.9834644
1694,541003,dist,12/1/1979,CI,Rubber Gasket,flexible,,1,158.8352882
1695,541003,dist,1/1/1971,DI,EQ joint,robust,,8,211.0935657
1696,555202,dist,7/1/1919,CI,Caulked,rigid,,4,66.26289586
1697,555202,dist,6/1/1913,DI,,,,22,69.35175039
1698,541604,trunk,6/1/2002,DI,,,,38,1729.214567
1699,577602,dist,6/1/1974,CI,Caulked,rigid,,11,757.101014
1700,110111,dist,12/1/1951,CI,Caulked,rigid,,12,114.4664645
1701,543321,dist,7/1/2018,CI,Caulked,rigid,,1,989.7281686
1702,555202,dist,5/1/1932,DI,EQ joint,robust,,5,201.8305428
1703,110006,dist,11/1/1965,CI,Caulked,rigid,,7,657.346768
1704,571400,dist,10/1/1957,CI,Rubber Gasket,flexible,,11,76.36329711
1705,570403,dist,10/1/1972,CI,,,,2,270.0504417
1706,542401,dist,11/1/1993,CI,Caulked,rigid,,7,1228.901921
1707,542402,dist,8/1/1928,DI,EQ joint,robust,,24,220.2057081
1708,541003,dist,12/1/1992,DI,,,,7,157.7191284
1709,541003,dist,1/1/1963,CI,,,,15,175.406376
1710,571101,dist,7/1/1930,STL,Gas welded,brittle,,3,141.8066082
1711,554513,dist,9/1/1934,CI,Caulked,rigid,,8,142.1185758
1712,541003,dist,4/1/1986,CI,Caulked,rigid,,16,282.5410246
1713,573402,dist,7/1/2019,CI,Caulked,rigid,,7,39.70465959
1714,553901,dist,9/1/1962,CI,Rubber Gasket,flexible,Y,12,196.5418724
1715,553901,dist,4/1/1964,CI,Caulked,rigid,Y,12,259.7338246
1716,570701,dist,5/1/1956,DI,EQ joint,robust,,12,604.2711206
1717,571300,dist,2/1/1941,CI,Caulked,rigid,,12,451.338512
1718,110117,dist,9/1/1912,CI,Caulked,rigid,,5,121.3780429
1719,570403,dist,1/1/1974,DI,,,,2,84.11250556
1720,570403,dist,5/1/1927,DI,,,,13,97.42343125
1721,110116,dist,6/1/1946,CI,Caulked,rigid,Y,7,121.0589383
1722,110117,dist,4/1/1930,CI,,,,7,281.6325223
1723,570202,dist,7/1/1931,CI,Caulked,rigid,Y,11,777.2704094
1724,571202,dist,3/1/1956,CI,Caulked,rigid,Y,5,281.4038546
1725,574902,dist,4/1/1992,CI,Caulked,rigid,,2,353.3268876
1726,574202,dist,12/1/1960,CI,Caulked,rigid,,23,302.010548
1727,573402,dist,3/1/1992,DI,EQ joint,robust,,17,134.0137577
1728,570701,dist,6/1/1953,AC,B&S,rigid,,9,81.31568372
1730,570701,dist,2/1/1947,CI,Caulked,rigid,,8,119.0837139
1731,555107,dist,3/1/1922,STL,Gas welded,brittle,,19,124.8132707
1732,555107,dist,8/1/2003,CI,Caulked,rigid,,9,238.4487321
1733,555002,dist,9/1/1936,CI,,,,5,345.6909569
1735,554522,dist,1/1/1996,CI,,,,9,121.5847044
1736,552800,dist,12/1/1975,CI,Caulked,rigid,,11,455.6094361
1737,553000,dist,2/1/1934,CI,,,,7,64.10491698
1739,110106,dist,2/1/1941,CI,,,Y,6,149.4387871
1740,571000,dist,8/1/1950,CI,Caulked,rigid,,17,970.5765023
1741,570901,dist,8/1/1930,DI,EQ joint,robust,,22,929.4438416
1742,573402,dist,12/1/1909,CI,Caulked,rigid,Y,9,186.8097804
1743,542200,dist,3/1/1973,CI,Caulked,rigid,,20,560.9113035
1744,110007,dist,7/1/1951,CI,,,Y,7,685.6732123
1745,980012,dist,10/1/2000,CI,Caulked,rigid,,8,303.3997433
1746,571704,dist,3/1/1917,AC,B&S,rigid,,1,79.79866812
1749,541604,dist,12/1/1975,CI,Rubber Gasket,flexible,,6,1090.024942
1750,542000,dist,7/1/1939,CI,Caulked,rigid,Y,12,398.8895788
1751,110102,dist,10/1/1910,STL,Arc-welded,robust,Y,2,181.7577795
1752,554406,dist,7/1/1954,STL,Arc-welded,robust,,9,197.2589118
1754,553100,dist,1/1/1937,CI,Caulked,rigid,,15,730.4696246
1756,110006,dist,9/1/1949,CI,Caulked,rigid,Y,1,289.7285545
1757,110006,dist,6/1/1971,CI,Caulked,rigid,,4,699.7253152
1758,553901,dist,4/1/1951,AC,,,,10,1426.006571
1759,110108,dist,3/1/1980,STL,Arc-welded,robust,,21,164.4883712
1760,573401,dist,7/1/1957,CI,Caulked,rigid,Y,11,1549.643761
1761,570202,dist,6/1/1963,CI,,,Y,4,198.3676563
1762,570601,dist,2/1/1977,CI,Caulked,rigid,,20,634.9543649
1763,554203,dist,1/1/1931,CI,Caulked,rigid,,11,207.915351
1764,553502,dist,6/1/1924,CI,Caulked,rigid,Y,9,83.74338097
1765,554203,dist,7/1/1977,CI,Caulked,rigid,,20,1206.163668
1767,554801,dist,4/1/1910,STL,,,Y,3,74.02085821
1768,554801,dist,3/1/1996,CI,Caulked,rigid,,4,683.7216193
1770,554801,dist,10/1/1946,CI,Caulked,rigid,,4,189.7638098
1771,542501,dist,7/1/1947,DI,,,,5,172.3946965
1772,554522,dist,3/1/1969,CI,Caulked,rigid,Y,7,61.4981191
1773,551201,dist,4/1/1931,CI,Caulked,rigid,,1,248.3331315
1774,575002,dist,10/1/1973,AC,B&S,rigid,,5,68.69952504
1775,574202,dist,2/1/1933,CI,Caulked,rigid,Y,2,295.2169206
1776,574901,dist,3/1/1963,CI,Caulked,rigid,,7,326.692371
1777,574300,dist,2/1/1953,CI,,,Y,1,805.699346
1778,573601,dist,2/1/2015,AC,,,,12,796.9487494
1779,571800,dist,6/1/1938,CI,Rubber Gasket,flexible,Y,14,648.9372936
1781,571800,dist,6/1/1907,CI,,,Y,2,202.4269575
1782,571102,dist,1/1/1959,STL,,,,12,271.599203
1783,574901,dist,4/1/1946,CI,Rubber Gasket,flexible,Y,2,501.8759509
1784,536202,dist,11/1/1956,AC,B&S,rigid,,11,77.74620034
1785,110108,dist,3/1/1930,CI,Caulked,rigid,,4,350.1721079
1786,554516,dist,6/1/1942,DI,,,,14,129.448413
1787,570100,dist,12/1/1999,CI,Caulked,rigid,,6,31.6745664
1788,570100,dist,4/1/1924,CI,Caulked,rigid,Y,8,26.14219166
1789,570100,dist,3/1/1958,CI,Caulked,rigid,,3,30.92781174
1790,577900,dist,1881-11-1,CI,Caulked,rigid,,3,319.3316193
1791,555202,dist,12/1/1967,DI,,,,8,210.2812898
1792,571101,dist,8/1/1962,CI,Rubber Gasket,flexible,,5,1547.390795
1793,110007,dist,5/1/1967,CI,,,Y,10,257.0562971
1794,541801,dist,2/1/1956,CI,,,Y,3,103.2640811
1795,541802,dist,4/1/1973,CI,Caulked,rigid,,14,243.1138477
1796,570203,dist,4/1/1987,CI,Caulked,rigid,,4,102.7559285
1797,110111,dist,4/1/1981,CI,Caulked,rigid,,11,350.027731
1798,575002,dist,9/1/1931,CI,Caulked,rigid,,7,56.38446887
1799,110106,dist,1/1/1917,DI,Rubber Gasket,flexible,,6,50.29362976
1800,573902,dist,10/1/1970,STL,Arc-welded,robust,,15,529.157248
1801,555202,dist,11/1/1973,CI,Caulked,rigid,,6,508.36155
1802,554301,dist,9/1/1949,DI,,,,12,393.8814363
1803,541500,dist,11/1/1937,CI,Caulked,rigid,,10,120.8887379
1804,554521,dist,6/1/1952,CI,,,Y,9,159.1530244
1805,110106,dist,10/1/1935,CI,Caulked,rigid,,24,1472.000395
1806,574000,dist,7/1/1981,CI,Caulked,rigid,,10,229.3745386
1807,574000,dist,6/1/1948,STL,,,,16,280.6567251
1808,543306,dist,6/1/1970,CI,Caulked,rigid,Y,9,551.2705683
1809,110117,dist,9/1/1954,STL,,,,4,366.2084133
1810,540101,dist,7/1/1961,CI,Caulked,rigid,Y,10,1351.263204
1811,540300,dist,11/1/1958,CI,Caulked,rigid,Y,10,187.4528991
1812,542104,dist,7/1/1957,CI,Caulked,rigid,,10,384.737566
1813,542104,dist,2/1/1929,CI,Caulked,rigid,,2,241.530973
1814,554515,dist,7/1/1999,AC,B&S,rigid,,9,686.7395083
1815,543306,dist,1881-11-1,CI,,,,11,144.6982042
1816,543306,dist,3/1/1989,AC,B&S,rigid,,1,58.47075623
1817,543306,dist,3/1/2000,CI,Caulked,rigid,,10,94.39180408
1818,577700,dist,3/1/1970,DI,,,,11,400.6615772
1819,578000,dist,7/1/1947,CI,Caulked,rigid,,1,401.8302977
1820,577700,dist,8/1/1933,AC,B&S,rigid,,3,260.392322
1821,572600,dist,7/1/1957,CI,Caulked,rigid,Y,11,396.0366633
1822,572700,dist,12/1/1959,CI,,,,20,1207.817259
1823,570204,dist,7/1/1992,CI,Caulked,rigid,,6,203.7644762
1824,570204,dist,8/1/1940,CI,Caulked,rigid,Y,2,625.6745572
1825,570502,dist,4/1/1900,DI,,,,20,343.5302698
1827,570402,dist,8/1/1976,CI,,,,4,325.5324524
1828,570504,dist,8/1/1944,CI,Caulked,rigid,Y,14,1245.668263
1829,572202,dist,2/1/1951,DI,Rubber Gasket,flexible,,8,101.3759304
1830,110117,dist,4/1/1945,CI,Caulked,rigid,,8,96.71599828
1831,543201,dist,6/1/1954,CI,Caulked,rigid,Y,20,1391.779764
1832,572202,dist,1/1/1979,DI,EQ joint,robust,,15,175.9088757
1833,543100,dist,4/1/1940,CI,Caulked,rigid,,1,47.5077132
1835,551900,dist,11/1/1995,STL,Arc-welded,robust,,22,144.0790907
1836,551900,dist,7/1/1982,CI,,,,7,339.2661184
1837,550301,dist,9/1/1934,CI,Caulked,rigid,Y,2,256.9832787
1838,550301,dist,3/1/1964,DI,,,,4,249.5097869
1839,570901,dist,3/1/1981,DI,EQ joint,robust,,22,485.4542553
1840,574000,dist,4/1/1949,CI,Caulked,rigid,,2,424.8967312
1841,553202,dist,3/1/1982,CI,Caulked,rigid,,4,779.9281448
1842,551802,dist,12/1/1942,CI,Caulked,rigid,,6,375.2187443
1843,553202,dist,2/1/1934,CI,Caulked,rigid,,14,44.64690395
1844,574400,dist,11/1/1950,CI,Caulked,rigid,,3,313.8713627
1845,553100,dist,10/1/1934,DI,EQ joint,robust,,4,1053.390629
1846,574300,dist,4/1/1952,CI,Caulked,rigid,,10,269.3991342
1847,571102,dist,10/1/1987,STL,,,,6,784.7485151
1848,573700,dist,7/1/1959,CI,Caulked,rigid,,3,594.0961472
1849,573700,dist,8/1/1932,CI,Rubber Gasket,flexible,Y,2,300.3751444
1850,571101,dist,3/1/1978,CI,Caulked,rigid,,6,401.816207
1851,554406,dist,1/1/2014,CI,Caulked,rigid,,6,132.7932714
1852,574300,dist,12/1/1969,CI,Rubber Gasket,flexible,,3,268.0964954
1853,570901,dist,7/1/1943,CI,Caulked,rigid,,3,484.4688568
1854,574300,dist,5/1/1931,CI,Caulked,rigid,,2,235.2687576
1855,575002,dist,9/1/1933,CI,Caulked,rigid,Y,4,148.3444658
1856,575001,dist,1/1/1958,CI,Caulked,rigid,Y,10,277.3864207
1857,574202,dist,9/1/1988,CI,Caulked,rigid,,9,402.8882357
1858,554521,dist,12/1/1961,CI,Caulked,rigid,Y,3,384.0225414
1859,574300,dist,8/1/1921,DI,Rubber Gasket,flexible,,8,17.2555286
1860,553100,dist,9/1/1980,CI,Caulked,rigid,,8,1517.532375
1861,574300,dist,10/1/1993,DI,,,,18,807.5967112
1862,574100,dist,10/1/1951,AC,B&S,rigid,,11,173.6189587
1863,574000,dist,1/1/1933,STL,Arc-welded,robust,Y,7,298.1683176
1864,554406,dist,9/1/1973,CI,,,,8,117.1489018
1866,571102,dist,12/1/1989,CI,,,,5,387.9782448
1867,573700,dist,10/1/1923,DI,,,,23,580.5285535
1868,571101,dist,4/1/1987,CI,Caulked,rigid,,3,402.4122259
1869,573700,dist,1/1/1956,STL,,,Y,11,262.5552853
1871,553202,dist,6/1/1941,CI,Rubber Gasket,flexible,Y,8,666.7037931
1872,542501,dist,3/1/1920,CI,Caulked,rigid,,4,74.85143057
1873,552100,dist,1/1/1946,CI,Caulked,rigid,,9,390.3743443
1874,555001,dist,6/1/1967,CI,Caulked,rigid,Y,18,782.4218501
1875,555002,dist,2/1/1980,STL,Arc-welded,robust,,3,150.5136927
1876,552900,dist,3/1/2005,CI,Caulked,rigid,,20,403.1747136
1877,554802,dist,1/1/1933,CI,Caulked,rigid,,3,646.4709899
1878,554802,dist,1/1/1935,CI,Caulked,rigid,,12,735.5085411
1879,550202,dist,8/1/1963,DI,Rubber Gasket,flexible,,2,887.8444547
1880,552100,dist,7/1/1991,CI,Caulked,rigid,,6,225.3583565
1881,554801,dist,7/1/1979,CI,Caulked,rigid,,5,658.0765918
1882,554801,dist,7/1/1963,CI,Caulked,rigid,Y,11,494.5980997
1883,541300,dist,3/1/1950,DI,EQ joint,robust,,2,25.68622451
1884,555202,dist,11/1/1940,DI,,,,19,59.89300141
1885,110111,dist,8/1/1959,CI,,,Y,12,93.72607647
1886,542000,dist,8/1/1944,STL,,,Y,10,404.3278981
1887,542000,dist,2/1/1943,CI,,,,8,312.0307664
1888,542105,dist,7/1/1977,CI,Caulked,rigid,,2,367.0004411
1889,543322,dist,1/1/1934,CI,Rubber Gasket,flexible,Y,2,321.8234262
1890,543322,dist,2/1/1996,AC,B&S,rigid,,11,757.9151855
1891,110117,dist,7/1/1936,CI,Caulked,rigid,,5,150.2736494
